23,26.6667,41,28,28,,,,,,,,,,,,,23,26.6667,41,28,28,,,0.002848072,0.063303082,0.014529155,0,0
24.2377,26.7678,40.2541,26.0738,28.5137,,,,,,,,,,,,,24.2377,26.7678,40.2541,26.0738,28.5137,,,0.039393875,0.049909053,0.014910824,0,0
25.7541,26.6667,42.776,25.9126,30.7213,,,,,,,,,,,,,25.7541,26.6667,42.776,25.9126,30.7213,,,0.027523783,0.052486698,0.015347627,0,0
28.8716,26.7022,47.0683,24.5301,31.1366,,,,,,,,,,,,,28.8716,26.7022,47.0683,24.5301,31.1366,,,0.023050917,0.043323898,0.015733985,0,0
39.0382,26.9836,51.2186,24.8852,31.6667,,,,,,,,,,,,,39.0382,26.9836,51.2186,24.8852,31.6667,,,0.042636769,0.049130896,0.016261303,0,0
47.4727,27.6202,55.0437,26.5628,33.4918,,,,,,,,,,,,,47.4727,27.6202,55.0437,26.5628,33.4918,,,0.053576686,0.044578677,0.016648372,0,0
53.3388,28.6885,59.5137,27.071,37.9508,,,,,,,,,,,,,53.3388,28.6885,59.5137,27.071,37.9508,,,0.036292848,0.042497106,0.01707537,0,0
48.2295,30.6776,66.3689,27.2049,39.5109,,,,,,,,,,,,,48.2295,30.6776,66.3689,27.2049,39.5109,,,0.056197234,0.06529711,0.017416258,0,0
45.1311,33.5355,71.0546,27.9344,42.2022,,,,,,,,,,,,,45.1311,33.5355,71.0546,27.9344,42.2022,,,0.056205265,0.060667075,0.017845813,0,0
43.8579,38.2486,72.9563,32.3852,43.5164,,,,,,,,,,,,,43.8579,38.2486,72.9563,32.3852,43.5164,,,0.050125005,0.053936016,0.018175049,0,0
37.8634,42.8579,72.6229,38.4645,42.6448,,,,,,,,,,,,,37.8634,42.8579,72.6229,38.4645,42.6448,,,0.029815089,0.03598004,0.018356364,0,0
34.6776,44.776,70.5109,47.4044,43.3169,,,,,,,,,,,,,34.6776,44.776,70.5109,47.4044,43.3169,,,0.024681064,0.047341134,0.018858104,0,0
29.9563,43.3443,67.2022,57.7486,41.4863,,,,,,,,,,,,,29.9563,43.3443,67.2022,57.7486,41.4863,,,0.033630811,0.065131752,0.019554231,0,0
29.0082,38.877,61.2787,59.276,34.5738,,,,,,,,,,,,,29.0082,38.877,61.2787,59.276,34.5738,,,0.015877201,0.045648643,0.020365314,0,0
28.1148,34.0656,55.3989,50.2459,29.7322,,,,,,,,,,,,,28.1148,34.0656,55.3989,50.2459,29.7322,,,0.043766362,0.050862295,0.021127374,0,0
25.6011,30.429,50.5464,38.6694,25.9781,,,,,,,,,,,,,25.6011,30.429,50.5464,38.6694,25.9781,,,0.046307945,0.039170485,0.021559345,0,0
23.4317,28.1967,46.2951,31.9617,24.1311,,,,,,,,,,,,,23.4317,28.1967,46.2951,31.9617,24.1311,,,0.027025906,0.049636698,0.021761548,0,0
23.8197,26.4344,41.9563,26.5601,23.7568,,,,,,,,,,,,,23.8197,26.4344,41.9563,26.5601,23.7568,,,0.032744803,0.05427646,0.022083821,0,0
23.8798,25.0273,40.5464,24.0273,22.6667,,,,,,,,,,,,,23.8798,25.0273,40.5464,24.0273,22.6667,,,0.023096422,0.067582947,0.022647941,0,0
22.2268,24.1639,39.4945,21.4836,20.7377,,,,,,,,,,,,,22.2268,24.1639,39.4945,21.4836,20.7377,,,0.023865991,0.060589259,0.02374009,0,0
21.5464,23.541,37.5792,20.1257,20.2951,,,,,,,,,,,,,21.5464,23.541,37.5792,20.1257,20.2951,,,0.025770505,0.038470143,0.025132629,0,0
23.1694,22.959,35.582,19.7951,21.4208,,,,,,,,,,,,,23.1694,22.959,35.582,19.7951,21.4208,,,0.017738887,0.033616388,0.026526304,0,0
22.3333,22.6284,35.2186,18.5519,21.3989,,,,,,,,,,,,,22.3333,22.6284,35.2186,18.5519,21.3989,,,0.012181934,0.042983454,0.027805593,0,0
21.1612,22.1694,34.3443,18.6612,19.6967,,,,,,,,,,,,,21.1612,22.1694,34.3443,18.6612,19.6967,,,0.022577131,0.056377484,0.029215894,0,0
17.1585,21.7158,31.776,19.3825,19.4317,,,,,,,,,,,,,17.1585,21.7158,31.776,19.3825,19.4317,,,0.023266396,0.053255129,0.030671666,0,0
17.6667,21.4262,30.0109,17.6311,19.6667,,,,,,,,,,,,,17.6667,21.4262,30.0109,17.6311,19.6667,,,0.032519955,0.043625434,0.032276069,0,0
18.1202,21.3333,29.8634,16.9399,19.4699,,,,,,,,,,,,,18.1202,21.3333,29.8634,16.9399,19.4699,,,0.033709775,0.04328499,0.033937738,0.000144587,0
18.653,21.2705,30,17.0137,20.8333,,,,,,,,,,,,,18.653,21.2705,30,17.0137,20.8333,,,0.039696348,0.045152567,0.03564303,0.000322036,0
17.8907,20.8907,29.3388,17.2131,21.2404,,,,,,,,,,,,,17.8907,20.8907,29.3388,17.2131,21.2404,,,0.049825208,0.047360588,0.037431306,0.000453479,0
20.0383,20.6011,28.3689,17.9672,19.8989,,,,,,,,,,,,,20.0383,20.6011,28.3689,17.9672,19.8989,,,0.032612303,0.047584308,0.039047645,0.000768943,0.000222335
18.3552,20.3333,27.6011,17.0656,19.2896,,,,,,,,,,,,,18.3552,20.3333,27.6011,17.0656,19.2896,,,0.045747164,0.047662124,0.040532547,0.0011567,0.000686063
18.8661,20.5,26.5874,18.0574,18.5437,,,,,,,,,,,,,18.8661,20.5,26.5874,18.0574,18.5437,,,0.060749064,0.046708882,0.042150592,0.00164304,0.001156143
19.5355,20.3989,25.7978,18.6011,18.6011,,,,,,,,,,,,,19.5355,20.3989,25.7978,18.6011,18.6011,,,0.055117162,0.048839087,0.044020146,0.002418555,0.002051836
20.2869,20.5,26.2268,17.6038,18.3825,,,,,,,,,,,,,20.2869,20.5,26.2268,17.6038,18.3825,,,0.035934162,0.047010418,0.046094177,0.003706698,0.003481133
20.5301,20.6667,26.6667,17.6667,18.153,,,,,,,,,,,,,20.5301,20.6667,26.6667,17.6667,18.153,,,0.048624681,0.043839427,0.04838263,0.005395743,0.005780714
18.5519,20.5301,26.7049,18.1667,17.6284,,,,,,,,,,,,,18.5519,20.5301,26.7049,18.1667,17.6284,,,0.047192614,0.055424242,0.050571758,0.007695998,0.009077627
17.2404,20.3333,27.0929,18.5355,17.2022,,,,,,,,,,,,,17.2404,20.3333,27.0929,18.5355,17.2022,,,0.038153196,0.081268785,0.052918328,0.010226279,0.01401982
18.0055,20.3333,27.4699,17.4317,17.1667,,,,,,,,,,,,,18.0055,20.3333,27.4699,17.4317,17.1667,,,0.042183058,0.05985001,0.055887847,0.013236328,0.021547453
